주소,병원구분,병원구분2,응급의료기관코드,코드명,응급실운영여부,위도,경도
서울특별시 금천구 시흥대로 201 (시흥동),N,치과의원,G099,응급의료기관 이외,2,37.451890170399125,126.90079357792356
"서울특별시 강남구 논현로 627, 유현빌딩 지하2,1~9,12층 (논현동)",B,병원,G099,응급의료기관 이외,2,37.50955952897761,127.03235680386943
"서울특별시 성동구 아차산로 144, 102일부호 (성수동2가)",C,의원,G099,응급의료기관 이외,2,37.543113046934955,127.05959634130371
"서울특별시 강남구 논현로159길 14, 4층 (신사동)",C,의원,G099,응급의료기관 이외,2,37.52314240314696,127.026997049107
"서울특별시 강남구 영동대로 616, 6,7층 (삼성동)",C,의원,G099,응급의료기관 이외,2,37.515250170546835,127.06020758754828
"서울특별시 서초구 서초대로77길 3, 1304,1305호 (서초동, 아라타워)",N,치과의원,G099,응급의료기관 이외,2,37.498060553,127.026502998
"서울특별시 용산구 한강대로23길 55 (한강로3가, 아이파크몰 5층 701-001호)",N,치과의원,G099,응급의료기관 이외,2,37.5297736038,126.9647427471
"서울특별시 영등포구 국제금융로6길 26, 한국노총 4층 (여의도동)",C,의원,G099,응급의료기관 이외,2,37.52195361112158,126.92697248357662
"서울특별시 강남구 테헤란로 105, 3층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.498636725,127.0285297307
"서울특별시 영등포구 양평로 68, 3,4층 (당산동6가)",C,의원,G099,응급의료기관 이외,2,37.5353702476966,126.899505032826
"서울특별시 동작구 사당로 196, 거묵프리미엄 상가 3층 3호 (사당동)",C,의원,G099,응급의료기관 이외,2,37.4849352560532,126.969895596347
"서울특별시 중구 장충단로 263, 밀리오레상가건물 13층 4호 (을지로6가)",C,의원,G099,응급의료기관 이외,2,37.5681142528,127.0084713283
"서울특별시 강남구 압구정로 208, 본경빌딩 4층 (신사동)",N,치과의원,G099,응급의료기관 이외,2,37.527591053937634,127.02989832933106
"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 10층 (잠원동)",C,의원,G099,응급의료기관 이외,2,37.5157514042207,127.019161294387
"서울특별시 강남구 도산대로 108 (논현동) 렉스타워 4, 5층",C,의원,G099,응급의료기관 이외,2,37.51619354533294,127.02065462602883
"서울특별시 중랑구 사가정로 399, 5층 (면목동)",C,의원,G099,응급의료기관 이외,2,37.58077406072521,127.08921079802958
"서울특별시 금천구 가산디지털1로 131, 206~209호 (가산동, BYC 하이씨티)",N,치과의원,G099,응급의료기관 이외,2,37.477022095858665,126.88205059810012
"서울특별시 서대문구 증가로 98, 남도빌딩 (남가좌동)",C,의원,G099,응급의료기관 이외,2,37.57602020832994,126.92614086976596
"서울특별시 강남구 강남대로 402, 시계탑빌딩 7층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.4987774492,127.02782864
"서울특별시 강서구 허준로 198, 303호 (가양동, 가양프라자)",C,의원,G099,응급의료기관 이외,2,37.561292404161634,126.86025623764931
"서울특별시 송파구 석촌호수로 61, 4층 412호 (잠실동, 트리지움)",N,치과의원,G099,응급의료기관 이외,2,37.510700199929545,127.08621372836965
"서울특별시 영등포구 영중로 60, 8층 (영등포동5가, 유니온빌딩)",C,의원,G099,응급의료기관 이외,2,37.52144815690966,126.90533250811734
"서울특별시 동작구 여의대방로 142, 6층 (대방동)",C,의원,G099,응급의료기관 이외,2,37.49974160580777,126.9206882666452
"서울특별시 강남구 도산대로 106, BK성형외과 3~11,13~14층 (논현동)",C,의원,G099,응급의료기관 이외,2,37.5161251021,127.0204645757
"서울특별시 송파구 송파대로28길 27, 102동 215,216호 (가락동, 송파성원쌍떼빌)",C,의원,G099,응급의료기관 이외,2,37.495179201208025,127.12084060126989
"서울특별시 노원구 동일로 1551, 삼전빌딩 202호 (상계동)",C,의원,G099,응급의료기관 이외,2,37.6668881732629,127.056844136528
"서울특별시 강동구 아리수로93나길 54, 경서프라자 4층 401,402호 (강일동)",C,의원,G099,응급의료기관 이외,2,37.5722001938647,127.174852988118
"서울특별시 중랑구 망우로 473, 무궁화빌딩 3층 (망우동)",C,의원,G099,응급의료기관 이외,2,37.60077429919859,127.10455404379101
"서울특별시 강남구 학동로 342 (논현동, SK허브 302호)",C,의원,G099,응급의료기관 이외,2,37.51673703897329,127.04073266512635
"서울특별시 광진구 천호대로 671, 파크타운 204호 (구의동)",C,의원,G099,응급의료기관 이외,2,37.55133791386257,127.09053363070228
"서울특별시 강북구 도봉로 110-1, 3층 (미아동)",N,치과의원,G099,응급의료기관 이외,2,37.619544811826884,127.02150326161296
"서울특별시 노원구 한글비석로 263, 401호 (중계동)",N,치과의원,G099,응급의료기관 이외,2,37.65121144407983,127.07647186892076
"서울특별시 구로구 개봉로 63, 2층 일부호 (개봉동)",N,치과의원,G099,응급의료기관 이외,2,37.4913836242,126.8556916454
"서울특별시 노원구 상계로1길 14-11, 하이웰빙상가 4층 (상계동)",G,한의원,G099,응급의료기관 이외,2,37.65691063817839,127.0618177114896
"서울특별시 서초구 강남대로 341, 5층 (서초동, 삼원빌딩)",G,한의원,G099,응급의료기관 이외,2,37.49325570948099,127.0293599485157
"서울특별시 강남구 강남대로78길 12, 예미프레스티지 902호 (역삼동)",N,치과의원,G099,응급의료기관 이외,2,37.494848434716886,127.03036926209538
"서울특별시 서초구 강남대로 463, 리젠메디컬타워 11층 (서초동)",C,의원,G099,응급의료기관 이외,2,37.5034475706091,127.024446802561
"서울특별시 서초구 강남대로 463, 리젠메디컬타워 11층 (서초동)",C,의원,G099,응급의료기관 이외,2,37.5034475706091,127.024446802561
"서울특별시 강남구 언주로 869, 서영빌딩 5층 502호 (신사동)",C,의원,G099,응급의료기관 이외,2,37.5281969712597,127.033290273674
"서울특별시 강남구 도산대로 406, 청담퍼스트타워 3층 (청담동)",C,의원,G099,응급의료기관 이외,2,37.5229747697,127.0404803952
"서울특별시 강남구 압구정로 429, 3층 (청담동)",C,의원,G099,응급의료기관 이외,2,37.52653707032995,127.04611165195531
"서울특별시 강북구 도봉로 40 (미아동, 대경빌딩)",C,의원,G099,응급의료기관 이외,2,37.61259711705528,127.03046580328767
"서울특별시 금천구 한내로 62, 3층 3030호 (독산동, 한신코아상가)",C,의원,G099,응급의료기관 이외,2,37.4553899204,126.8888763775
"서울특별시 강서구 강서로 391, 7층 702~704호호 (마곡동, 문영비즈웍스)",C,의원,G099,응급의료기관 이외,2,37.5605437526,126.8384272913
"서울특별시 성북구 아리랑로 7, 유담빌딩 3층 (동소문동6가)",N,치과의원,G099,응급의료기관 이외,2,37.59341696577051,127.01609238684862
서울특별시 중랑구 면목로27길 80 (면목동),C,의원,G099,응급의료기관 이외,2,37.574312616149705,127.08116528880385
"서울특별시 강남구 강남대로 390, 미진프라자 10층 (역삼동)",C,의원,G099,응급의료기관 이외,2,37.4978399531903,127.028578846319
"서울특별시 동대문구 천호대로 313, 네모313빌딩 3층 (답십리동)",C,의원,G099,응급의료기관 이외,2,37.5654454656,127.055308418
서울특별시 은평구 서오릉로 134-3 (대조동),N,치과의원,G099,응급의료기관 이외,2,37.61124646316577,126.91767524147792
서울특별시 서대문구 연희로 79 (연희동),N,치과의원,G099,응급의료기관 이외,2,37.56548068195003,126.92959314584084
"서울특별시 강남구 학동로 342, 에스케이 허브블루 210호 (논현동)",C,의원,G099,응급의료기관 이외,2,37.51675051104845,127.04085709882409
"서울특별시 서대문구 신촌로 91, 2층 (창천동)",C,의원,G099,응급의료기관 이외,2,37.55558455697478,126.9363930153821
"서울특별시 송파구 중대로 80 (문정동, LG문정프라자 3층)",C,의원,G099,응급의료기관 이외,2,37.49185178661654,127.11815765971431
"서울특별시 은평구 갈현로 8, 4층 (신사동)",C,의원,G099,응급의료기관 이외,2,37.59855574445114,126.91040110346068
"서울특별시 양천구 신목로 100-6, 2층 (목동, 정목빌딩)",G,한의원,G099,응급의료기관 이외,2,37.523287661960914,126.87584333567922
"서울특별시 서초구 서초대로74길 29 (서초동, 서초파라곤)",G,한의원,G099,응급의료기관 이외,2,37.494796922214384,127.02745783317675
"서울특별시 종로구 종로 19, 201-3, 201-4, 비115비-1-호 (종로1가)",G,한의원,G099,응급의료기관 이외,2,37.570844668,126.9799234417
"서울특별시 관악구 남부순환로 2056, 태림빌딩 (남현동)",C,의원,G099,응급의료기관 이외,2,37.4763222522103,126.977192725834
"서울특별시 중구 명동8길 8-9, 2~4층 (명동2가)",C,의원,G099,응급의료기관 이외,2,37.5632220576334,126.984019845862
"서울특별시 송파구 올림픽로 145 (잠실동, 리센츠상가 4B 19호)",N,치과의원,G099,응급의료기관 이외,2,37.5119790175,127.0870431473
서울특별시 동대문구 휘경로3길 4 (이문동),N,치과의원,G099,응급의료기관 이외,2,37.595798169203284,127.06246919471606
"서울특별시 동대문구 약령중앙로 9, 2층 (제기동)",G,한의원,G099,응급의료기관 이외,2,37.5792248443783,127.036511029987
"서울특별시 송파구 백제고분로 405, 유니온테크송파빌딩 (송파동)",B,병원,G099,응급의료기관 이외,2,37.50746595330222,127.1096852190245
"서울특별시 강남구 개포로110길 43, 2층 (일원동, 개포한신아파트)",N,치과의원,G099,응급의료기관 이외,2,37.4911910982314,127.08034422159164
"서울특별시 강남구 강남대로 598, 7층 (논현동)",C,의원,G099,응급의료기관 이외,2,37.51518087216088,127.02030145641436
"서울특별시 양천구 오목로 325, 3층 (목동)",C,의원,G099,응급의료기관 이외,2,37.525108939645555,126.87362754467486
"서울특별시 송파구 백제고분로36길 2-1, 2,3,5층 (석촌동)",C,의원,G099,응급의료기관 이외,2,37.502501207,127.0997574076
"서울특별시 종로구 종로 128, 5층 (종로3가, 화영빌딩)",C,의원,G099,응급의료기관 이외,2,37.57015053002903,126.99191783398152
"서울특별시 강남구 강남대로 478, 제우빌딩 2층 (논현동)",C,의원,G099,응급의료기관 이외,2,37.5051062753525,127.024669466556
"서울특별시 강남구 선릉로111길 23, 501호 (논현동)",G,한의원,G099,응급의료기관 이외,2,37.51627461756292,127.04132739431253
"서울특별시 은평구 연서로 146, 5층 (대조동, 수메디컬빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.6118272438,126.9177107362
서울특별시 관악구 남부순환로 1733 (봉천동),N,치과의원,G099,응급의료기관 이외,2,37.4825523289786,126.94275830524646
"서울특별시 광진구 자양로 65, 4층 (자양동)",C,의원,G099,응급의료기관 이외,2,37.5336230369,127.0843665047
"서울특별시 서초구 서초중앙로24길 19, 5층 (서초동)",N,치과의원,G099,응급의료기관 이외,2,37.495042310750414,127.01568223187499
"서울특별시 종로구 종로 226-1 (종로5가,지상2층)",N,치과의원,G099,응급의료기관 이외,2,37.570766666666664,127.002858333333336
"서울특별시 양천구 목동로 211, 201호 (신정동)",G,한의원,G099,응급의료기관 이외,2,37.52727852115659,126.86387656323332
"서울특별시 강서구 강서로 259, 4층 403호 (내발산동, 우장산역엠버리움빌딩)",C,의원,G099,응급의료기관 이외,2,37.5488742981,126.8359991031
"서울특별시 강남구 강남대로 468, 7층 (역삼동, 충림빌딩)",C,의원,G099,응급의료기관 이외,2,37.50415525432292,127.02514347777723
"서울특별시 강남구 테헤란로 403, 리치타워 501,502호,801호,1001,1002호,1701호 (삼성동)",C,의원,G099,응급의료기관 이외,2,37.50508460063924,127.04950946835059
"서울특별시 서초구 강남대로 613, 성락빌딩 5~7층 (잠원동)",C,의원,G099,응급의료기관 이외,2,37.5164632143487,127.019054696335
"서울특별시 강남구 도산대로 114, 수일빌딩 3, 7층 (논현동)",C,의원,G099,응급의료기관 이외,2,37.51637002582414,127.02127456168388
"서울특별시 강남구 도산대로 114, 5층 (논현동, 수일빌딩 5층일부)",N,치과의원,G099,응급의료기관 이외,2,37.51644933090453,127.02121574413569
"서울특별시 중랑구 사가정로52길 13, 2,3,4(일부)층 (면목동)",C,의원,G099,응급의료기관 이외,2,37.580087374487,127.087456912404
"서울특별시 중랑구 동일로92길 57, 메디포레 5층 (면목동)",C,의원,G099,응급의료기관 이외,2,37.5834835948977,127.083196727099
"서울특별시 중랑구 사가정로52길 13, 4층 (면목동)",G,한의원,G099,응급의료기관 이외,2,37.580087374487,127.087456912404
"서울특별시 동대문구 전농로 94, 1층 (답십리동)",G,한의원,G099,응급의료기관 이외,2,37.5731820339,127.0577728468
"서울특별시 송파구 백제고분로 464, 대륙빌딩 2층 (방이동)",G,한의원,G099,응급의료기관 이외,2,37.51171156698486,127.11341492172151
"서울특별시 동작구 동작대로29길 36, 3층 1호 (사당동)",C,의원,G099,응급의료기관 이외,2,37.4883332843569,126.979917728895
"서울특별시 동작구 동작대로29길 36, 2층 (사당동)",C,의원,G099,응급의료기관 이외,2,37.4883332843569,126.979917728895
"서울특별시 노원구 상계로1길 54-4, 3층 (상계동, 센트럴타워)",G,한의원,G099,응급의료기관 이외,2,37.658157646416356,127.06172354898641
서울특별시 은평구 불광로 29 (대조동),N,치과의원,G099,응급의료기관 이외,2,37.621283333333331,126.918866666666673
"서울특별시 노원구 상계로1길 74, 동진상가 201호 (상계동)",G,한의원,G099,응급의료기관 이외,2,37.65944434718925,127.06153421811503
"서울특별시 중구 을지로 80-1, 3층 (을지로2가, 보승빌딩)",G,한의원,G099,응급의료기관 이외,2,37.5658180820512,126.9868066847604
서울특별시 송파구 송파대로 422 (송파동),N,치과의원,G099,응급의료기관 이외,2,37.50505211796016,127.10786833526234
"서울특별시 강동구 올림픽로 665, 대일빌딩 2층 (천호동)",C,의원,G099,응급의료기관 이외,2,37.53987198908745,127.1240976190872
"서울특별시 서초구 사임당로 175, 갤럭시타워 2층 201호 (서초동)",N,치과의원,G099,응급의료기관 이외,2,37.4929819711,127.028676844
서울특별시 관악구 낙성대로 8 (봉천동),N,치과의원,G099,응급의료기관 이외,2,37.47787031497446,126.95924547849692
"서울특별시 은평구 진관2로 19, 4층 401,402,412호 (진관동)",N,치과의원,G099,응급의료기관 이외,2,37.6348541597,126.9195841511
"서울특별시 종로구 지봉로 29, 4층 (창신동, 금호팔래스빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.572587157436516,127.0153001153684
"서울특별시 강서구 강서로 267, 501호 (내발산동, 송화쇼핑센터)",N,치과의원,G099,응급의료기관 이외,2,37.549598622551855,126.83594319722292
"서울특별시 송파구 동남로 141, 4층 (가락동, 옥산빌딩)",G,한의원,G099,응급의료기관 이외,2,37.49190165444803,127.12625316350672
"서울특별시 관악구 인헌길 39, 3층 (봉천동, 법향빌딩)",C,의원,G099,응급의료기관 이외,2,37.473684819761615,126.9669215821137
서울특별시 중구 다산로 131 (신당동),N,치과의원,G099,응급의료기관 이외,2,37.55570193024895,127.01082846380438
"서울특별시 종로구 종로 233-1, 3층 (종로5가, 신화빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.5712823962,127.0037807903
"서울특별시 동대문구 한빛로 12, 중4층 (신설동)",C,의원,G099,응급의료기관 이외,2,37.57675788185222,127.02488711973422
"서울특별시 금천구 디지털로9길 56 (가산동, 코오롱테크노밸리)",C,의원,G099,응급의료기관 이외,2,37.48040367638809,126.88687210150987
"서울특별시 양천구 곰달래로5길 17, 2층 2호 (신월동, 신월프라자)",N,치과의원,G099,응급의료기관 이외,2,37.5311104536,126.8336033095
"서울특별시 서초구 방배천로 5-1, 5층 (방배동)",G,한의원,G099,응급의료기관 이외,2,37.4770127866652,126.982475800902
"서울특별시 동작구 동작대로 13, 7층 (사당동)",C,의원,G099,응급의료기관 이외,2,37.4777838623709,126.981247944297
"서울특별시 관악구 과천대로 939, 르메이에르강남타운2 301,302,303-1,303-2,310호 (남현동)",C,의원,G099,응급의료기관 이외,2,37.47437636267328,126.98143250354137
"서울특별시 동작구 동작대로29길 69, 202,203호 (사당동, 두성프라자)",C,의원,G099,응급의료기관 이외,2,37.48845440988057,126.97810679915756
서울특별시 관악구 남부순환로 2082-33 (남현동),N,치과의원,G099,응급의료기관 이외,2,37.4761565886,126.980382925
"서울특별시 동작구 동작대로 13, 보광빌딩 4층 (사당동)",C,의원,G099,응급의료기관 이외,2,37.47778215019119,126.98124624888297
서울특별시 동작구 동작대로25길 37 (사당동),G,한의원,G099,응급의료기관 이외,2,37.48546582133067,126.98047096576006
"서울특별시 동작구 사당로23바길 9, 204,205,206,207호 (사당동, 동작삼성레미안아파트상가)",C,의원,G099,응급의료기관 이외,2,37.48952314064738,126.97086075337569
"서울특별시 서대문구 신촌로35길 10, 지하1층 416,412호 (북아현동, e편한세상신촌4단지)",C,의원,G099,응급의료기관 이외,2,37.5586422818,126.9559736848
"서울특별시 강남구 강남대로 502, 서희빌딩 5층 일부 (논현동)",G,한의원,G099,응급의료기관 이외,2,37.507132658988,127.023676433449
서울특별시 송파구 충민로2길 26  (장지동),N,치과의원,G099,응급의료기관 이외,2,37.4774515838058,127.12733792595382
"서울특별시 동작구 상도로 81, 6층 (대방동)",G,한의원,G099,응급의료기관 이외,2,37.499952657587116,126.92955878573806
"서울특별시 강동구 천호대로 1124, 3층 (성내동)",G,한의원,G099,응급의료기관 이외,2,37.534335087576345,127.13619059003213
"서울특별시 송파구 올림픽로 98, 8층 (잠실동, 성진빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.51148081211174,127.08149208900092
"서울특별시 중랑구 면목로 426, 2층 (면목동, 부광빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.58994748429608,127.0874508986334
서울특별시 은평구 불광로 17 (대조동),N,치과의원,G099,응급의료기관 이외,2,37.61003526511612,126.92807341680175
"서울특별시 서초구 강남대로 435, 13층 (서초동, 주류성빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.5011782414,127.0255631795
서울특별시 서대문구 충정로 59 (충정로2가),N,치과의원,G099,응급의료기관 이외,2,37.5641341537,126.9649302958
"서울특별시 영등포구 여의대방로 95, 태창빌딩 3층 (신길동)",N,치과의원,G099,응급의료기관 이외,2,37.49764523821998,126.91714862901658
"서울특별시 양천구 목동로 203, 2층 (신정동)",N,치과의원,G099,응급의료기관 이외,2,37.52666893510729,126.86387990514382
"서울특별시 성북구 인촌로27길 4 ,4층 (안암동5가)",N,치과의원,G099,응급의료기관 이외,2,37.58651619618032,127.03023437002369
서울특별시 구로구 디지털로27길 127 (가리봉동),N,치과의원,G099,응급의료기관 이외,2,37.4847107236,126.88710983129998
"서울특별시 도봉구 노해로41길 37 (쌍문동, 대성빌딩 2층)",C,의원,G099,응급의료기관 이외,2,37.64990417306139,127.02551732502218
서울특별시 광진구 광나루로56길 66,N,치과의원,G099,응급의료기관 이외,2,37.53712013473986,127.09535479625124
서울특별시 금천구 시흥대로 272 4층,N,치과의원,G099,응급의료기관 이외,2,37.457936864154696,126.89972314457839
"서울특별시 송파구 올림픽로 435, 311호 (신천동, 파크리오)",G,한의원,G099,응급의료기관 이외,2,37.521360105700005,127.104972539
"서울특별시 강동구 올림픽로 654 (천호동, 삼영빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.53987289586026,127.12409703422577
"서울특별시 동대문구 회기로 173, 2층 (회기동)",C,의원,G099,응급의료기관 이외,2,37.59044042073241,127.05540331438989
"서울특별시 강남구 논현로 830, 3층 (신사동)",N,치과의원,G099,응급의료기관 이외,2,37.5226190305808,127.028532751479
"서울특별시 중구 무교로 32 (무교동, 효령빌딩6층)",C,의원,G099,응급의료기관 이외,2,37.5687651090205,126.97958896778766
"서울특별시 성북구 오패산로3길 3, 홍진빌딩 3층 (하월곡동)",N,치과의원,G099,응급의료기관 이외,2,37.603680012400005,127.03683225469999
"서울특별시 서대문구 모래내로 217 (남가좌동, 우일빌딩)",C,의원,G099,응급의료기관 이외,2,37.574007438384555,126.92339432730387
"서울특별시 광진구 능동로 384, 2층 (중곡동)",G,한의원,G099,응급의료기관 이외,2,37.5633428210587,127.083110714341
"서울특별시 동작구 사당로 219, 국민은행남성지점 (사당동)",G,한의원,G099,응급의료기관 이외,2,37.4841596194,126.972660704
서울특별시 도봉구 시루봉로15길 36 (방학동),G,한의원,G099,응급의료기관 이외,2,37.66870009004159,127.03211749153328
"서울특별시 강북구 도봉로 30, 9층 903호 (미아동, 에코피아빌딩)",C,의원,G099,응급의료기관 이외,2,37.6116284878,127.0307292795
"서울특별시 성동구 마장로 137, 221동 2층 108,109호 (상왕십리동, 텐즈힐몰)",C,의원,G099,응급의료기관 이외,2,37.56929905988574,127.02377543113161
"서울특별시 송파구 백제고분로 69, 2,3층 (잠실동, 애플타워)",C,의원,G099,응급의료기관 이외,2,37.51053222343169,127.07904264780541
"서울특별시 송파구 거마로 62, 301호 (마천동)",C,의원,G099,응급의료기관 이외,2,37.49841894339621,127.14701788943613
서울특별시 서대문구 수색로 131 (북가좌동),D,요양병원,G099,응급의료기관 이외,2,37.574203641634895,126.90567579554246
"서울특별시 강동구 양재대로 1484-1, (길동)",N,치과의원,G099,응급의료기관 이외,2,37.53822374977634,127.14046670741392
"서울특별시 동작구 만양로 19, 308,309,310호 (노량진동, 신동아리버파크상가)",C,의원,G099,응급의료기관 이외,2,37.507082756368696,126.94432498283322
"서울특별시 마포구 성미산로 105, 2층 (연남동)",N,치과의원,G099,응급의료기관 이외,2,37.5619742308,126.9187344471
"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동,  )",B,병원,G009,응급실운영신고기관,1,37.47962442359666,126.95628690505781
"서울특별시 강서구 강서로 154, 4층 402호 (화곡동, 힐탑빌딩)",C,의원,G099,응급의료기관 이외,2,37.54076918159999,126.8414707384
"서울특별시 광진구 아차산로 235, 7층 (화양동)",C,의원,G099,응급의료기관 이외,2,37.5406136547,127.0695289817
"서울특별시 성동구 고산자로 234, 5층 (행당동, 나래타워)",C,의원,G099,응급의료기관 이외,2,37.56056253476294,127.03528535844184
"서울특별시 영등포구 은행로 54, (주)신한여의도드림리버오피스텔 제지1층 제비109호 (여의도동)",C,의원,G099,응급의료기관 이외,2,37.5297624159786,126.924537457026
"서울특별시 광진구 자양로 109, 2층 (자양동, 현대홈시티)",N,치과의원,G099,응급의료기관 이외,2,37.53740813743617,127.08309900715587
서울특별시 관악구 남부순환로 1862 (봉천동),N,치과의원,G099,응급의료기관 이외,2,37.4795432418838,126.956529011189
서울특별시 서대문구 문화촌길 6 (홍제동),N,치과의원,G099,응급의료기관 이외,2,37.592743373404964,126.94771524153117
서울특별시 양천구 곰달래로 47 (신월동),N,치과의원,G099,응급의료기관 이외,2,37.53017577854763,126.8378954667647
"서울특별시 강남구 강남대로 502, 서희빌딩 5층 (논현동)",N,치과의원,G099,응급의료기관 이외,2,37.507132478340615,127.02367869539937
"서울특별시 송파구 송파대로28길 43 (가락동, 송파웰츠타워 201호)",N,치과의원,G099,응급의료기관 이외,2,37.4957334647,127.1221298183
"서울특별시 영등포구 국회대로76길 33, 605호 (여의도동)",N,치과의원,G099,응급의료기관 이외,2,37.529510286526346,126.92407908582706
"서울특별시 구로구 구로중앙로 60 (구로동, 대림오페라타워)",C,의원,G099,응급의료기관 이외,2,37.4951321466,126.8894100706
"서울특별시 강동구 상암로 44, 유정빌딩 2층 (천호동)",G,한의원,G099,응급의료기관 이외,2,37.54964558642612,127.12829658244951
"서울특별시 동대문구 한천로 264, 3층 303, 304호 (휘경동)",N,치과의원,G099,응급의료기관 이외,2,37.5843090848262,127.06831515633136
"서울특별시 서초구 청계산로 203, 303호 (신원동)",N,치과의원,G099,응급의료기관 이외,2,37.4473232381,127.0562971992
"서울특별시 은평구 은평로 155, 2층 (응암동)",N,치과의원,G099,응급의료기관 이외,2,37.601203574374004,126.92482979805172
"서울특별시 은평구 통일로 741, 신흥빌딩 5층 (대조동)",N,치과의원,G099,응급의료기관 이외,2,37.6108681679,126.9280952186
"서울특별시 강서구 허준로 198, 301호 (가양동, 가양프라자)",G,한의원,G099,응급의료기관 이외,2,37.561292404161634,126.86025623764931
"서울특별시 강남구 봉은사로4길 36, 5층 (역삼동, 운현빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.50251866017542,127.02681671152544
"서울특별시 마포구 월드컵북로 15, 아도디아빌딩 2층 (서교동)",N,치과의원,G099,응급의료기관 이외,2,37.5562086809,126.9199494121
"서울특별시 강북구 도봉로 343, 3층 (수유동)",N,치과의원,G099,응급의료기관 이외,2,37.6385079273,127.025727989
서울특별시 강서구 공항대로 329 (등촌동),G,한의원,G099,응급의료기관 이외,2,37.55826676980025,126.84434007407067
"서울특별시 관악구 난곡로 92-1, 2층 (신림동)",G,한의원,G099,응급의료기관 이외,2,37.4636209564888,126.91919368486379
"서울특별시 중구 만리재로35길 47-4, 3층 (중림동)",G,한의원,G099,응급의료기관 이외,2,37.55736665342324,126.96769044127218
"서울특별시 은평구 은평로 56, 안건빌딩 2층 (신사동)",G,한의원,G099,응급의료기관 이외,2,37.5985332709,126.9141017456
"서울특별시 마포구 독막로 176, 2층 (구수동)",N,치과의원,G099,응급의료기관 이외,2,37.5472537046,126.9330449211
서울특별시 서초구 남부순환로356길 15  (양재동),N,치과의원,G099,응급의료기관 이외,2,37.484360578326424,127.03791501077818
서울특별시 강동구 양재대로 1580 (명일동),B,병원,G099,응급의료기관 이외,2,37.5466844096898,127.14360466650831
"서울특별시 송파구 마천로 240 (마천동, 5층)",N,치과의원,G099,응급의료기관 이외,2,37.49952904780677,127.14403904466725
"서울특별시 영등포구 국회대로76길 33, 보훈회관 4층 401-1호 (여의도동)",G,한의원,G099,응급의료기관 이외,2,37.529534688374305,126.92418651798026
"서울특별시 송파구 올림픽로12길 34 (잠실동,2층)",G,한의원,G099,응급의료기관 이외,2,37.50861553087394,127.0833385456301
"서울특별시 용산구 한강대로 115, 대우디오빌 207~209호 (한강로2가)",G,한의원,G099,응급의료기관 이외,2,37.5302754255574,126.968437057604
"서울특별시 마포구 독막로 168, 2층 (창전동, 한도빌딩)",N,치과의원,G099,응급의료기관 이외,2,37.5472460344,126.9322346956
"서울특별시 동대문구 답십리로 83, 3층 (전농동)",G,한의원,G099,응급의료기관 이외,2,37.5748810340224,127.050093692421
"서울특별시 강북구 삼양로77길 2, 2층 (수유동)",G,한의원,G099,응급의료기관 이외,2,37.63053750848114,127.01754137900338
"서울특별시 성북구 창경궁로 323, 301호 (성북동1가, 휴아름스튜디오)",G,한의원,G099,응급의료기관 이외,2,37.58845888058745,127.00541207483734
서울특별시 중랑구 면목로73길 10 (면목동),G,한의원,G099,응급의료기관 이외,2,37.58893168732985,127.08674319234957
"서울특별시 은평구 통일로 717, 2층 (대조동)",G,한의원,G099,응급의료기관 이외,2,37.60969065706268,126.93030713548161
"서울특별시 성동구 독서당로 295, 2층 (금호동3가)",N,치과의원,G099,응급의료기관 이외,2,37.54839511300345,127.0218449266503
"서울특별시 강서구 강서로 385, 우성에스비타워 7층 708호 (마곡동)",C,의원,G099,응급의료기관 이외,2,37.5600930886,126.8383060298
"서울특별시 서초구 서초대로77길 54, 서초더블유타워 3, 4층 (서초동)",C,의원,G099,응급의료기관 이외,2,37.5025798250034,127.024816900875
서울특별시 영등포구 경인로100길 6 (영등포동),C,의원,G099,응급의료기관 이외,2,37.51534628668,126.90505314835391
"서울특별시 강북구 덕릉로40나길 52 (번동, 금강산의원)",C,의원,G099,응급의료기관 이외,2,37.6345633080577,127.03334899783368
서울특별시 강북구 덕릉로40나길 52 (번동),N,치과의원,G099,응급의료기관 이외,2,37.6345633080577,127.03334899783368
"서울특별시 서대문구 거북골로 120 (남가좌동,가재울센트레빌아파트 상가3동 3-9)",C,의원,G099,응급의료기관 이외,2,37.575494537868295,126.91611607252137
서울특별시 성북구 종암로 191 (하월곡동),B,병원,G099,응급의료기관 이외,2,37.60692893947169,127.03068204554644
"서울특별시 서대문구 연희로 26, 1층 (창천동)",C,의원,G099,응급의료기관 이외,2,37.560995808233194,126.92710643018375
"서울특별시 관악구 보라매로 44, 1,2,3층 (봉천동, 삼육외래센터)",C,의원,G099,응급의료기관 이외,2,37.493173894941485,126.92726172711902
